State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
NY,New York,2015,August,Psychostimulants with abuse potential (T43.6),36,39,100,0.33775609,
NY,New York,2015,September,Psychostimulants with abuse potential (T43.6),37,41,100,0.353299983,
NY,New York,2015,October,Psychostimulants with abuse potential (T43.6),35,39,100,0.37075739,
NY,New York,2015,November,Psychostimulants with abuse potential (T43.6),34,38,100,0.395268874,
NY,New York,2015,December,Psychostimulants with abuse potential (T43.6),36,40,100,0.405174865,
NY,New York,2016,January,Psychostimulants with abuse potential (T43.6),45,50,100,0.408054735,
NY,New York,2016,February,Psychostimulants with abuse potential (T43.6),47,52,100,0.401251988,
NY,New York,2016,March,Psychostimulants with abuse potential (T43.6),46,51,100,0.409755897,
NY,New York,2016,April,Psychostimulants with abuse potential (T43.6),55,61,100,0.423488681,
NY,New York,2016,May,Psychostimulants with abuse potential (T43.6),61,68,100,0.437244125,
NY,New York,2016,June,Psychostimulants with abuse potential (T43.6),68,76,100,0.46476638,
NY,New York,2016,July,Psychostimulants with abuse potential (T43.6),72,81,100,0.483231158,
NY,New York,2016,August,Psychostimulants with abuse potential (T43.6),74,83,100,0.493710336,
NY,New York,2016,September,Psychostimulants with abuse potential (T43.6),76,86,100,0.514320912,
NY,New York,2016,October,Psychostimulants with abuse potential (T43.6),78,88,100,0.531216671,
NY,New York,2016,November,Psychostimulants with abuse potential (T43.6),85,96,100,0.540551567,
NY,New York,2016,December,Psychostimulants with abuse potential (T43.6),90,103,100,0.585221635,
NY,New York,2017,January,Psychostimulants with abuse potential (T43.6),85,97,100,0.587261866,* Underreported due to incomplete data
NY,New York,2017,February,Psychostimulants with abuse potential (T43.6),92,105,100,0.596617822,* Underreported due to incomplete data
NY,New York,2017,March,Psychostimulants with abuse potential (T43.6),100,114,100,0.596005155,* Underreported due to incomplete data
NY,New York,2017,April,Psychostimulants with abuse potential (T43.6),101,115,100,0.590154689,* Underreported due to incomplete data
NY,New York,2017,May,Psychostimulants with abuse potential (T43.6),107,121,100,0.58658993,* Underreported due to incomplete data
NY,New York,2017,June,Psychostimulants with abuse potential (T43.6),108,123,100,0.586536726,* Underreported due to incomplete data
NY,New York,2017,July,Psychostimulants with abuse potential (T43.6),113,130,100,0.584689753,* Underreported due to incomplete data
NY,New York,2017,August,Psychostimulants with abuse potential (T43.6),119,138,100,0.589698331,* Underreported due to incomplete data
NY,New York,2017,September,Psychostimulants with abuse potential (T43.6),121,141,100,0.62458645,* Underreported due to incomplete data
NY,New York,2017,October,Psychostimulants with abuse potential (T43.6),125,146,100,0.662837831,* Underreported due to incomplete data
NY,New York,2017,November,Psychostimulants with abuse potential (T43.6),122,142,100,0.697571566,* Underreported due to incomplete data
NY,New York,2015,January,"Synthetic opioids, excl. methadone (T40.4)",248,265,100,0.278684279,
NY,New York,2015,February,"Synthetic opioids, excl. methadone (T40.4)",268,287,100,0.294605424,
NY,New York,2015,March,"Synthetic opioids, excl. methadone (T40.4)",298,320,100,0.306482096,
NY,New York,2015,April,"Synthetic opioids, excl. methadone (T40.4)",332,356,100,0.307379135,
NY,New York,2015,May,"Synthetic opioids, excl. methadone (T40.4)",354,380,100,0.313323869,
NY,New York,2015,June,"Synthetic opioids, excl. methadone (T40.4)",375,403,100,0.309032879,
NY,New York,2015,July,"Synthetic opioids, excl. methadone (T40.4)",404,435,100,0.322339437,
NY,New York,2015,August,"Synthetic opioids, excl. methadone (T40.4)",430,464,100,0.33775609,
NY,New York,2015,September,"Synthetic opioids, excl. methadone (T40.4)",457,495,100,0.353299983,
NY,New York,2015,October,"Synthetic opioids, excl. methadone (T40.4)",471,512,100,0.37075739,
NY,New York,2015,November,"Synthetic opioids, excl. methadone (T40.4)",515,563,100,0.395268874,
NY,New York,2015,December,"Synthetic opioids, excl. methadone (T40.4)",532,582,100,0.405174865,
NY,New York,2016,January,"Synthetic opioids, excl. methadone (T40.4)",569,623,100,0.408054735,
NY,New York,2016,February,"Synthetic opioids, excl. methadone (T40.4)",626,685,100,0.401251988,
NY,New York,2016,March,"Synthetic opioids, excl. methadone (T40.4)",671,735,100,0.409755897,
NY,New York,2016,April,"Synthetic opioids, excl. methadone (T40.4)",706,776,100,0.423488681,
NY,New York,2016,May,"Synthetic opioids, excl. methadone (T40.4)",751,827,100,0.437244125,
NY,New York,2016,June,"Synthetic opioids, excl. methadone (T40.4)",809,897,100,0.46476638,
NY,New York,2016,July,"Synthetic opioids, excl. methadone (T40.4)",856,952,100,0.483231158,
NY,New York,2016,August,"Synthetic opioids, excl. methadone (T40.4)",898,1001,100,0.493710336,
NY,New York,2016,September,"Synthetic opioids, excl. methadone (T40.4)",940,1053,100,0.514320912,
NY,New York,2016,October,"Synthetic opioids, excl. methadone (T40.4)",996,1119,100,0.531216671,
NY,New York,2016,November,"Synthetic opioids, excl. methadone (T40.4)",1038,1169,100,0.540551567,
NY,New York,2016,December,"Synthetic opioids, excl. methadone (T40.4)",1095,1245,100,0.585221635,
NY,New York,2017,January,"Synthetic opioids, excl. methadone (T40.4)",1157,1296,100,0.587261866,* Underreported due to incomplete data
NY,New York,2017,February,"Synthetic opioids, excl. methadone (T40.4)",1189,1340,100,0.596617822,* Underreported due to incomplete data
NY,New York,2017,March,"Synthetic opioids, excl. methadone (T40.4)",1239,1401,100,0.596005155,* Underreported due to incomplete data
NY,New York,2017,April,"Synthetic opioids, excl. methadone (T40.4)",1264,1432,100,0.590154689,* Underreported due to incomplete data
NY,New York,2017,May,"Synthetic opioids, excl. methadone (T40.4)",1327,1508,100,0.58658993,* Underreported due to incomplete data
NY,New York,2017,June,"Synthetic opioids, excl. methadone (T40.4)",1377,1578,100,0.586536726,* Underreported due to incomplete data
NY,New York,2017,July,"Synthetic opioids, excl. methadone (T40.4)",1409,1619,100,0.584689753,* Underreported due to incomplete data
NY,New York,2017,August,"Synthetic opioids, excl. methadone (T40.4)",1424,1633,100,0.589698331,* Underreported due to incomplete data
NY,New York,2017,September,"Synthetic opioids, excl. methadone (T40.4)",1452,1676,100,0.62458645,* Underreported due to incomplete data
NY,New York,2017,October,"Synthetic opioids, excl. methadone (T40.4)",1426,1652,100,0.662837831,* Underreported due to incomplete data
NY,New York,2017,November,"Synthetic opioids, excl. methadone (T40.4)",1390,1615,100,0.697571566,* Underreported due to incomplete data
OH,Ohio,2015,March,Number of Deaths,116925,,100,0.005986744,
OH,Ohio,2015,April,Number of Deaths,117559,,100,0.00510382,
OH,Ohio,2015,May,Number of Deaths,117995,,100,0.006779948,
OH,Ohio,2015,June,Number of Deaths,118270,,100,0.005918661,
OH,Ohio,2015,July,Number of Deaths,118593,,100,0.005902541,
OH,Ohio,2015,August,Number of Deaths,118888,,100,0.008411278,
OH,Ohio,2015,September,Number of Deaths,119011,,100,0.010083102,
OH,Ohio,2015,October,Number of Deaths,119346,,100,0.017595898,
OH,Ohio,2015,November,Number of Deaths,119284,,100,0.020958385,
OH,Ohio,2015,December,Number of Deaths,118113,,100,0.026246053,
OH,Ohio,2016,January,Number of Deaths,117030,,100,0.025634453,
OH,Ohio,2016,February,Number of Deaths,117069,,100,0.024771716,
OH,Ohio,2016,March,Number of Deaths,117453,,100,0.025542132,
OH,Ohio,2016,April,Number of Deaths,117570,,100,0.025516713,
OH,Ohio,2016,May,Number of Deaths,117613,,100,0.023806892,
OH,Ohio,2016,June,Number of Deaths,117748,,100,0.024628868,
OH,Ohio,2016,July,Number of Deaths,117836,,100,0.024610476,
OH,Ohio,2016,August,Number of Deaths,117988,,100,0.022036139,
OH,Ohio,2016,September,Number of Deaths,118330,,100,0.020282261,
OH,Ohio,2016,October,Number of Deaths,118500,,100,0.017721519,
OH,Ohio,2016,November,Number of Deaths,118749,,100,0.021052809,
OH,Ohio,2016,December,Number of Deaths,119618,,100,0.030095805,
OH,Ohio,2017,January,Number of Deaths,120604,,100,0.029849756,* Underreported due to incomplete data
OH,Ohio,2017,February,Number of Deaths,121164,,100,0.029711796,* Underreported due to incomplete data
OH,Ohio,2017,March,Number of Deaths,121683,,100,0.029585069,* Underreported due to incomplete data
OH,Ohio,2017,April,Number of Deaths,121847,,100,0.028724548,* Underreported due to incomplete data
OH,Ohio,2017,May,Number of Deaths,122149,,100,0.030290874,* Underreported due to incomplete data
OH,Ohio,2017,June,Number of Deaths,122473,,100,0.031027247,* Underreported due to incomplete data
OH,Ohio,2017,July,Number of Deaths,122644,,100,0.032614722,* Underreported due to incomplete data
OH,Ohio,2017,August,Number of Deaths,122888,,100,0.033363713,* Underreported due to incomplete data
OH,Ohio,2017,September,Number of Deaths,123101,,100,0.032493643,* Underreported due to incomplete data
OH,Ohio,2017,October,Number of Deaths,123052,,100,0.032506583,* Underreported due to incomplete data
OH,Ohio,2017,November,Number of Deaths,123338,,100,0.038106666,* Underreported due to incomplete data
OH,Ohio,2015,January,Number of Drug Overdose Deaths,2829,2842,100,0.006037866,
OH,Ohio,2015,February,Number of Drug Overdose Deaths,2828,2841,100,0.006006212,
OH,Ohio,2015,March,Number of Drug Overdose Deaths,2843,2856,100,0.005986744,
OH,Ohio,2015,April,Number of Drug Overdose Deaths,2955,2968,100,0.00510382,
OH,Ohio,2015,May,Number of Drug Overdose Deaths,3054,3069,100,0.006779948,
OH,Ohio,2015,June,Number of Drug Overdose Deaths,3051,3065,100,0.005918661,
OH,Ohio,2015,July,Number of Drug Overdose Deaths,3128,3142,100,0.005902541,
OH,Ohio,2015,August,Number of Drug Overdose Deaths,3153,3169,100,0.008411278,
OH,Ohio,2015,September,Number of Drug Overdose Deaths,3196,3213,100,0.010083102,
OH,Ohio,2015,October,Number of Drug Overdose Deaths,3222,3243,100,0.017595898,
OH,Ohio,2015,November,Number of Drug Overdose Deaths,3298,3322,100,0.020958385,
OH,Ohio,2015,December,Number of Drug Overdose Deaths,3336,3363,100,0.026246053,
OH,Ohio,2016,January,Number of Drug Overdose Deaths,3398,3425,100,0.025634453,
OH,Ohio,2016,February,Number of Drug Overdose Deaths,3452,3479,100,0.024771716,
OH,Ohio,2016,March,Number of Drug Overdose Deaths,3542,3570,100,0.025542132,
OH,Ohio,2016,April,Number of Drug Overdose Deaths,3575,3603,100,0.025516713,
OH,Ohio,2016,May,Number of Drug Overdose Deaths,3606,3634,100,0.023806892,
OH,Ohio,2016,June,Number of Drug Overdose Deaths,3652,3680,100,0.024628868,
OH,Ohio,2016,July,Number of Drug Overdose Deaths,3763,3792,100,0.024610476,
OH,Ohio,2016,August,Number of Drug Overdose Deaths,3857,3885,100,0.022036139,
OH,Ohio,2016,September,Number of Drug Overdose Deaths,4000,4028,100,0.020282261,
OH,Ohio,2016,October,Number of Drug Overdose Deaths,4121,4148,100,0.017721519,
OH,Ohio,2016,November,Number of Drug Overdose Deaths,4211,4241,100,0.021052809,
OH,Ohio,2016,December,Number of Drug Overdose Deaths,4326,4364,100,0.030095805,
OH,Ohio,2017,January,Number of Drug Overdose Deaths,4501,4503,100,0.029849756,* Underreported due to incomplete data
OH,Ohio,2017,February,Number of Drug Overdose Deaths,4709,4728,100,0.029711796,* Underreported due to incomplete data
OH,Ohio,2017,March,Number of Drug Overdose Deaths,4787,4807,100,0.029585069,* Underreported due to incomplete data
OH,Ohio,2017,April,Number of Drug Overdose Deaths,4972,4996,100,0.028724548,* Underreported due to incomplete data
OH,Ohio,2017,May,Number of Drug Overdose Deaths,5141,5167,100,0.030290874,* Underreported due to incomplete data
OH,Ohio,2017,June,Number of Drug Overdose Deaths,5291,5338,100,0.031027247,* Underreported due to incomplete data
OH,Ohio,2017,July,Number of Drug Overdose Deaths,5287,5348,100,0.032614722,* Underreported due to incomplete data
OH,Ohio,2017,August,Number of Drug Overdose Deaths,5259,5344,100,0.033363713,* Underreported due to incomplete data
OH,Ohio,2017,September,Number of Drug Overdose Deaths,5254,5332,100,0.032493643,* Underreported due to incomplete data
OH,Ohio,2017,October,Number of Drug Overdose Deaths,5219,5285,100,0.032506583,* Underreported due to incomplete data
OH,Ohio,2017,November,Number of Drug Overdose Deaths,5202,5257,100,0.038106666,* Underreported due to incomplete data
OK,Oklahoma,2015,January,Cocaine (T40.5),20,21,100,0.021170742,
OK,Oklahoma,2015,February,Cocaine (T40.5),27,28,100,0.018431724,
OK,Oklahoma,2015,March,Cocaine (T40.5),32,34,100,0.018400231,
OK,Oklahoma,2015,April,Cocaine (T40.5),32,34,100,0.018418145,
OK,Oklahoma,2015,May,Cocaine (T40.5),33,35,100,0.018427357,
OK,Oklahoma,2015,June,Cocaine (T40.5),30,32,100,0.023597892,
OK,Oklahoma,2015,July,Cocaine (T40.5),31,33,100,0.020946247,
OK,Oklahoma,2015,August,Cocaine (T40.5),29,31,100,0.015670297,
OK,Oklahoma,2015,September,Cocaine (T40.5),29,31,100,0.018304003,
OK,Oklahoma,2015,October,Cocaine (T40.5),30,32,100,0.01829587,
OK,Oklahoma,2015,November,Cocaine (T40.5),30,32,100,0.020899734,
OK,Oklahoma,2015,December,Cocaine (T40.5),30,32,100,0.018266747,
OK,Oklahoma,2016,January,Cocaine (T40.5),29,31,100,0.018407005,
OK,Oklahoma,2016,February,Cocaine (T40.5),24,25,100,0.01845213,
OK,Oklahoma,2016,March,Cocaine (T40.5),22,23,100,0.021157305,
OK,Oklahoma,2016,April,Cocaine (T40.5),24,25,100,0.023781841,
OK,Oklahoma,2016,May,Cocaine (T40.5),26,27,100,0.02631025,
OK,Oklahoma,2016,June,Cocaine (T40.5),24,25,100,0.021142208,
OK,Oklahoma,2016,July,Cocaine (T40.5),27,28,100,0.021165701,
OK,Oklahoma,2016,August,Cocaine (T40.5),26,27,100,0.021111522,
OK,Oklahoma,2016,September,Cocaine (T40.5),27,28,100,0.02102773,
OK,Oklahoma,2016,October,Cocaine (T40.5),30,32,100,0.015770798,
OK,Oklahoma,2016,November,Cocaine (T40.5),32,34,100,0.013144059,
OK,Oklahoma,2016,December,Cocaine (T40.5),30,32,100,0.013099293,
OK,Oklahoma,2017,January,Cocaine (T40.5),32,33,100,0.015647004,* Underreported due to incomplete data
OK,Oklahoma,2017,February,Cocaine (T40.5),31,32,100,0.015576728,* Underreported due to incomplete data
OK,Oklahoma,2017,March,Cocaine (T40.5),33,34,100,0.018126262,* Underreported due to incomplete data
OK,Oklahoma,2017,April,Cocaine (T40.5),36,38,100,0.018067314,* Underreported due to incomplete data
OK,Oklahoma,2017,May,Cocaine (T40.5),36,38,100,0.015509888,* Underreported due to incomplete data
OK,Oklahoma,2017,June,Cocaine (T40.5),41,43,100,0.018008747,* Underreported due to incomplete data
OK,Oklahoma,2017,July,Cocaine (T40.5),40,42,100,0.020513873,* Underreported due to incomplete data
OK,Oklahoma,2017,August,Cocaine (T40.5),44,46,100,0.020511243,* Underreported due to incomplete data
OK,Oklahoma,2017,September,Cocaine (T40.5),44,46,100,0.028156756,* Underreported due to incomplete data
OK,Oklahoma,2017,October,Cocaine (T40.5),40,42,100,0.035773604,* Underreported due to incomplete data
OK,Oklahoma,2017,November,Cocaine (T40.5),39,41,100,0.055993892,* Underreported due to incomplete data
OK,Oklahoma,2015,January,Heroin (T40.1),27,28,100,0.021170742,
OK,Oklahoma,2015,February,Heroin (T40.1),27,28,100,0.018431724,
OK,Oklahoma,2015,March,Heroin (T40.1),28,29,100,0.018400231,
OK,Oklahoma,2015,April,Heroin (T40.1),29,30,100,0.018418145,
OK,Oklahoma,2015,May,Heroin (T40.1),27,28,100,0.018427357,
OK,Oklahoma,2015,June,Heroin (T40.1),26,27,100,0.023597892,
OK,Oklahoma,2015,July,Heroin (T40.1),26,27,100,0.020946247,
OK,Oklahoma,2015,August,Heroin (T40.1),25,26,100,0.015670297,
OK,Oklahoma,2015,September,Heroin (T40.1),23,24,100,0.018304003,
OK,Oklahoma,2015,October,Heroin (T40.1),24,25,100,0.01829587,
OK,Oklahoma,2015,November,Heroin (T40.1),28,29,100,0.020899734,
OK,Oklahoma,2015,December,Heroin (T40.1),32,33,100,0.018266747,
OK,Oklahoma,2016,January,Heroin (T40.1),34,35,100,0.018407005,
OK,Oklahoma,2016,February,Heroin (T40.1),34,35,100,0.01845213,
OK,Oklahoma,2016,March,Heroin (T40.1),34,35,100,0.021157305,
OK,Oklahoma,2016,April,Heroin (T40.1),38,39,100,0.023781841,
OK,Oklahoma,2016,May,Heroin (T40.1),45,46,100,0.02631025,
OK,Oklahoma,2016,June,Heroin (T40.1),44,45,100,0.021142208,
OK,Oklahoma,2016,July,Heroin (T40.1),46,47,100,0.021165701,
OK,Oklahoma,2016,August,Heroin (T40.1),47,48,100,0.021111522,
OK,Oklahoma,2016,September,Heroin (T40.1),50,51,100,0.02102773,
OK,Oklahoma,2016,October,Heroin (T40.1),52,53,100,0.015770798,
OK,Oklahoma,2016,November,Heroin (T40.1),51,52,100,0.013144059,
OK,Oklahoma,2016,December,Heroin (T40.1),48,49,100,0.013099293,
OK,Oklahoma,2017,January,Heroin (T40.1),51,51,100,0.015647004,* Underreported due to incomplete data
OK,Oklahoma,2017,February,Heroin (T40.1),56,56,100,0.015576728,* Underreported due to incomplete data
OK,Oklahoma,2017,March,Heroin (T40.1),61,61,100,0.018126262,* Underreported due to incomplete data
OK,Oklahoma,2017,April,Heroin (T40.1),61,61,100,0.018067314,* Underreported due to incomplete data
OK,Oklahoma,2017,May,Heroin (T40.1),55,55,100,0.015509888,* Underreported due to incomplete data
OK,Oklahoma,2017,June,Heroin (T40.1),62,62,100,0.018008747,* Underreported due to incomplete data
OK,Oklahoma,2017,July,Heroin (T40.1),65,66,100,0.020513873,* Underreported due to incomplete data
OK,Oklahoma,2017,August,Heroin (T40.1),65,66,100,0.020511243,* Underreported due to incomplete data
OK,Oklahoma,2017,September,Heroin (T40.1),65,66,100,0.028156756,* Underreported due to incomplete data
OK,Oklahoma,2017,October,Heroin (T40.1),61,62,100,0.035773604,* Underreported due to incomplete data
OK,Oklahoma,2017,November,Heroin (T40.1),59,60,100,0.055993892,* Underreported due to incomplete data
OK,Oklahoma,2015,January,Methadone (T40.3),71,72,100,0.021170742,
OK,Oklahoma,2015,February,Methadone (T40.3),70,71,100,0.018431724,
OK,Oklahoma,2015,March,Methadone (T40.3),66,67,100,0.018400231,
OK,Oklahoma,2015,April,Methadone (T40.3),66,67,100,0.018418145,
OK,Oklahoma,2015,May,Methadone (T40.3),67,68,100,0.018427357,
OK,Oklahoma,2015,June,Methadone (T40.3),65,66,100,0.023597892,
OK,Oklahoma,2015,July,Methadone (T40.3),65,66,100,0.020946247,
OK,Oklahoma,2015,August,Methadone (T40.3),62,63,100,0.015670297,
OK,Oklahoma,2015,September,Methadone (T40.3),63,64,100,0.018304003,
OK,Oklahoma,2015,October,Methadone (T40.3),65,66,100,0.01829587,
OK,Oklahoma,2015,November,Methadone (T40.3),68,69,100,0.020899734,
OK,Oklahoma,2015,December,Methadone (T40.3),62,63,100,0.018266747,
OK,Oklahoma,2016,January,Methadone (T40.3),56,57,100,0.018407005,
OK,Oklahoma,2016,February,Methadone (T40.3),60,61,100,0.01845213,
OK,Oklahoma,2016,March,Methadone (T40.3),52,53,100,0.021157305,
OK,Oklahoma,2016,April,Methadone (T40.3),52,53,100,0.023781841,
OK,Oklahoma,2016,May,Methadone (T40.3),52,53,100,0.02631025,
OK,Oklahoma,2016,June,Methadone (T40.3),48,49,100,0.021142208,
OK,Oklahoma,2016,July,Methadone (T40.3),46,47,100,0.021165701,
OK,Oklahoma,2016,August,Methadone (T40.3),45,46,100,0.021111522,
OK,Oklahoma,2016,September,Methadone (T40.3),44,45,100,0.02102773,
OK,Oklahoma,2016,October,Methadone (T40.3),44,45,100,0.015770798,
OK,Oklahoma,2016,November,Methadone (T40.3),41,42,100,0.013144059,
OK,Oklahoma,2016,December,Methadone (T40.3),44,45,100,0.013099293,
OK,Oklahoma,2017,January,Methadone (T40.3),43,43,100,0.015647004,* Underreported due to incomplete data
OK,Oklahoma,2017,February,Methadone (T40.3),39,39,100,0.015576728,* Underreported due to incomplete data
OK,Oklahoma,2015,February,"Opioids (T40.0-T40.4,T40.6)",492,496,100,0.018431724,
OK,Oklahoma,2017,March,Methadone (T40.3),39,40,100,0.018126262,* Underreported due to incomplete data
OK,Oklahoma,2017,April,Methadone (T40.3),41,42,100,0.018067314,* Underreported due to incomplete data
OK,Oklahoma,2017,May,Methadone (T40.3),38,39,100,0.015509888,* Underreported due to incomplete data
OK,Oklahoma,2017,June,Methadone (T40.3),39,39,100,0.018008747,* Underreported due to incomplete data
OK,Oklahoma,2017,July,Methadone (T40.3),41,42,100,0.020513873,* Underreported due to incomplete data
OK,Oklahoma,2017,August,Methadone (T40.3),37,38,100,0.020511243,* Underreported due to incomplete data
OK,Oklahoma,2017,September,Methadone (T40.3),34,35,100,0.028156756,* Underreported due to incomplete data
OK,Oklahoma,2017,October,Methadone (T40.3),32,33,100,0.035773604,* Underreported due to incomplete data
OK,Oklahoma,2017,November,Methadone (T40.3),33,34,100,0.055993892,* Underreported due to incomplete data
OK,Oklahoma,2015,January,Natural & semi-synthetic opioids (T40.2),368,372,100,0.021170742,
OK,Oklahoma,2015,February,Natural & semi-synthetic opioids (T40.2),353,357,100,0.018431724,
OK,Oklahoma,2015,March,Natural & semi-synthetic opioids (T40.2),351,355,100,0.018400231,
OK,Oklahoma,2015,April,Natural & semi-synthetic opioids (T40.2),353,357,100,0.018418145,
OK,Oklahoma,2015,May,Natural & semi-synthetic opioids (T40.2),340,343,100,0.018427357,
OK,Oklahoma,2015,June,Natural & semi-synthetic opioids (T40.2),320,324,100,0.023597892,
OK,Oklahoma,2015,July,Natural & semi-synthetic opioids (T40.2),313,316,100,0.020946247,
OK,Oklahoma,2015,August,Natural & semi-synthetic opioids (T40.2),300,303,100,0.015670297,
OK,Oklahoma,2015,September,Natural & semi-synthetic opioids (T40.2),288,291,100,0.018304003,
OK,Oklahoma,2015,October,Natural & semi-synthetic opioids (T40.2),284,287,100,0.01829587,
OK,Oklahoma,2015,November,Natural & semi-synthetic opioids (T40.2),284,287,100,0.020899734,
OK,Oklahoma,2015,December,Natural & semi-synthetic opioids (T40.2),282,285,100,0.018266747,
OK,Oklahoma,2016,January,Natural & semi-synthetic opioids (T40.2),270,273,100,0.018407005,
OK,Oklahoma,2016,February,Natural & semi-synthetic opioids (T40.2),276,279,100,0.01845213,
OK,Oklahoma,2016,March,Natural & semi-synthetic opioids (T40.2),269,272,100,0.021157305,
OK,Oklahoma,2016,April,Natural & semi-synthetic opioids (T40.2),275,278,100,0.023781841,
OK,Oklahoma,2016,May,Natural & semi-synthetic opioids (T40.2),267,270,100,0.02631025,
OK,Oklahoma,2016,June,Natural & semi-synthetic opioids (T40.2),266,269,100,0.021142208,
OK,Oklahoma,2016,July,Natural & semi-synthetic opioids (T40.2),275,278,100,0.021165701,
OK,Oklahoma,2016,August,Natural & semi-synthetic opioids (T40.2),287,290,100,0.021111522,
OK,Oklahoma,2016,September,Natural & semi-synthetic opioids (T40.2),278,281,100,0.02102773,
OK,Oklahoma,2016,October,Natural & semi-synthetic opioids (T40.2),282,285,100,0.015770798,
OK,Oklahoma,2016,November,Natural & semi-synthetic opioids (T40.2),277,280,100,0.013144059,
OK,Oklahoma,2016,December,Natural & semi-synthetic opioids (T40.2),282,285,100,0.013099293,
OK,Oklahoma,2017,January,Natural & semi-synthetic opioids (T40.2),289,290,100,0.015647004,* Underreported due to incomplete data
OK,Oklahoma,2017,February,Natural & semi-synthetic opioids (T40.2),282,284,100,0.015576728,* Underreported due to incomplete data
OK,Oklahoma,2017,March,Natural & semi-synthetic opioids (T40.2),281,283,100,0.018126262,* Underreported due to incomplete data
OK,Oklahoma,2017,April,Natural & semi-synthetic opioids (T40.2),269,271,100,0.018067314,* Underreported due to incomplete data
OK,Oklahoma,2017,May,Natural & semi-synthetic opioids (T40.2),272,273,100,0.015509888,* Underreported due to incomplete data
OK,Oklahoma,2017,June,Natural & semi-synthetic opioids (T40.2),279,281,100,0.018008747,* Underreported due to incomplete data
OK,Oklahoma,2017,July,Natural & semi-synthetic opioids (T40.2),265,269,100,0.020513873,* Underreported due to incomplete data
OK,Oklahoma,2017,August,Natural & semi-synthetic opioids (T40.2),250,255,100,0.020511243,* Underreported due to incomplete data
OK,Oklahoma,2017,September,Natural & semi-synthetic opioids (T40.2),249,254,100,0.028156756,* Underreported due to incomplete data
OK,Oklahoma,2017,October,Natural & semi-synthetic opioids (T40.2),233,237,100,0.035773604,* Underreported due to incomplete data
OK,Oklahoma,2017,November,Natural & semi-synthetic opioids (T40.2),234,238,100,0.055993892,* Underreported due to incomplete data
OK,Oklahoma,2015,January,Number of Deaths,37788,,100,0.021170742,
OK,Oklahoma,2015,February,Number of Deaths,37978,,100,0.018431724,
OK,Oklahoma,2015,March,Number of Deaths,38043,,100,0.018400231,
OK,Oklahoma,2015,April,Number of Deaths,38006,,100,0.018418145,
OK,Oklahoma,2015,May,Number of Deaths,37987,,100,0.018427357,
OK,Oklahoma,2015,June,Number of Deaths,38139,,100,0.023597892,
OK,Oklahoma,2015,July,Number of Deaths,38193,,100,0.020946247,
OK,Oklahoma,2015,August,Number of Deaths,38289,,100,0.015670297,
OK,Oklahoma,2015,September,Number of Deaths,38243,,100,0.018304003,
OK,Oklahoma,2015,October,Number of Deaths,38260,,100,0.01829587,
OK,Oklahoma,2015,November,Number of Deaths,38278,,100,0.020899734,
OK,Oklahoma,2015,December,Number of Deaths,38321,,100,0.018266747,
OK,Oklahoma,2016,January,Number of Deaths,38029,,100,0.018407005,
OK,Oklahoma,2016,February,Number of Deaths,37936,,100,0.01845213,
OK,Oklahoma,2016,March,Number of Deaths,37812,,100,0.021157305,
OK,Oklahoma,2016,April,Number of Deaths,37844,,100,0.023781841,
OK,Oklahoma,2016,May,Number of Deaths,38008,,100,0.02631025,
OK,Oklahoma,2016,June,Number of Deaths,37839,,100,0.021142208,
OK,Oklahoma,2016,July,Number of Deaths,37797,,100,0.021165701,
OK,Oklahoma,2016,August,Number of Deaths,37894,,100,0.021111522,
OK,Oklahoma,2016,September,Number of Deaths,38045,,100,0.02102773,
OK,Oklahoma,2016,October,Number of Deaths,38045,,100,0.015770798,
OK,Oklahoma,2016,November,Number of Deaths,38040,,100,0.013144059,
OK,Oklahoma,2016,December,Number of Deaths,38170,,100,0.013099293,
OK,Oklahoma,2017,January,Number of Deaths,38346,,100,0.015647004,* Underreported due to incomplete data
OK,Oklahoma,2017,February,Number of Deaths,38519,,100,0.015576728,* Underreported due to incomplete data
OK,Oklahoma,2017,March,Number of Deaths,38618,,100,0.018126262,* Underreported due to incomplete data
OK,Oklahoma,2017,April,Number of Deaths,38744,,100,0.018067314,* Underreported due to incomplete data
OK,Oklahoma,2017,May,Number of Deaths,38685,,100,0.015509888,* Underreported due to incomplete data
OK,Oklahoma,2017,June,Number of Deaths,38870,,100,0.018008747,* Underreported due to incomplete data
OK,Oklahoma,2017,July,Number of Deaths,38998,,100,0.020513873,* Underreported due to incomplete data
OK,Oklahoma,2017,August,Number of Deaths,39003,,100,0.020511243,* Underreported due to incomplete data
OK,Oklahoma,2017,September,Number of Deaths,39067,,100,0.028156756,* Underreported due to incomplete data
OK,Oklahoma,2017,October,Number of Deaths,39135,,100,0.035773604,* Underreported due to incomplete data
OK,Oklahoma,2017,November,Number of Deaths,39290,,100,0.055993892,* Underreported due to incomplete data
OK,Oklahoma,2015,January,Number of Drug Overdose Deaths,794,800,100,0.021170742,
OK,Oklahoma,2015,February,Number of Drug Overdose Deaths,773,779,100,0.018431724,
OK,Oklahoma,2015,March,Number of Drug Overdose Deaths,771,777,100,0.018400231,
OK,Oklahoma,2015,April,Number of Drug Overdose Deaths,766,772,100,0.018418145,
OK,Oklahoma,2015,May,Number of Drug Overdose Deaths,752,757,100,0.018427357,
